City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
349,Arkhangelsk,64.5401,40.5433,2.85,96,100,1.11,RU,1699297898
350,Klaksvík,62.2266,-6.589,7.51,81,100,4.31,FO,1699298000
351,Yevpatoriya,45.1972,33.3558,16.23,82,0,4.83,UA,1699298001
352,Sal Rei,16.1833,-22.9167,27.11,74,75,6.69,CV,1699298001
353,Buala,-8.145,159.5921,26.16,86,100,1.68,SB,1699298001
354,Conduaga,8.862,117.4893,26.36,81,100,0.96,PH,1699298001
355,Ibagué,4.4389,-75.2322,25.27,78,51,2.25,CO,1699298001
356,Malango,-2.9627,119.9001,18.75,96,100,1.11,ID,1699298002
357,Yarmouth,41.7057,-70.2286,11.72,74,100,3.09,US,1699298002
358,Al Abyār,32.19,20.5965,19.08,75,0,3.7,LY,1699298002
359,Kīsh,26.5578,54.0194,28.2,54,1,5.05,IR,1699298002
360,Mammoth Lakes,37.6485,-118.9721,12.92,50,100,8.23,US,1699298003
361,I-n-Salah,27.1935,2.4607,27.48,11,77,0.48,DZ,1699298003
362,Ta`ū,-14.2336,-169.5144,26.51,83,100,11.02,AS,1699298003
363,Xilin Hot,43.9667,116.0333,-11.73,94,9,2.5,CN,1699298003
364,Slave Lake,55.2834,-114.769,0.99,60,100,4.63,CA,1699298003
365,Olovyannaya,50.95,115.5667,-11.88,80,100,1.33,RU,1699298004
366,Mitla,16.9167,-96.4,24.13,62,95,2.32,MX,1699298004
367,Tra Vinh,9.9347,106.3453,25.48,87,99,1.83,VN,1699298004
368,Sandnessjøen,66.0217,12.6316,5.23,87,75,2.57,NO,1699298004
369,Pariaman,-0.619,100.12,24.03,89,100,0.79,ID,1699298004
370,Mandalgovi,45.7625,106.2708,-8.2,65,9,8.61,MN,1699298005
371,Yemetsk,63.4721,41.7941,0.94,100,100,1.38,RU,1699298005
372,Mossamedes,-15.1961,12.1522,20.26,66,1,2.81,AO,1699298005
373,Queenstown,-31.8976,26.8753,20.35,59,100,1.97,ZA,1699298006
374,Kāvali,14.9167,79.9833,25.37,87,84,2.97,IN,1699298006
375,Tsiombe,-25.3,45.4833,23.23,76,97,2.54,MG,1699298007
376,Isla Mujeres,21.2311,-86.731,28.03,65,89,4.77,MX,1699298007
377,Cidreira,-30.1811,-50.2056,19.8,72,0,7.43,BR,1699297879
378,Cabedelo,-6.9811,-34.8339,28.08,62,25,5.17,BR,1699297943
379,Lahat,-3.8,103.5333,23.23,95,84,0.82,ID,1699298000
380,Lupane,-18.9315,27.807,28.12,35,86,3.48,ZW,1699298007
381,Tyukalinsk,55.8732,72.1967,-1.39,81,90,4.27,RU,1699298008
382,Nova Sintra,14.8667,-24.7167,23.69,77,100,9.65,CV,1699298008
383,Zaragoza,41.6561,-0.8773,13.9,37,0,5.14,ES,1699298008
384,Fort St. John,56.2499,-120.8529,-1.06,93,100,1.54,CA,1699298009
385,Glace Bay,46.1969,-59.957,6.66,52,40,4.12,CA,1699298009
386,Kerikeri,-35.2268,173.9474,11.06,93,22,1.54,NZ,1699298010
387,Karymskoye,51.6167,114.35,-10.11,57,100,1.44,RU,1699298010
388,Watertown,42.3709,-71.1828,10.51,65,100,4.12,US,1699298010
389,Nuuk,64.1835,-51.7216,1.34,47,40,4.12,GL,1699298010
390,Newman,37.3138,-121.0208,22.25,63,100,1.79,US,1699298010
391,Kourou,5.1552,-52.6478,32.03,66,92,5.32,GF,1699298011
392,Vranje,42.5514,21.9003,13.05,62,7,1.19,RS,1699298011
393,Manoharpur,27.3,75.95,22.4,36,16,1.41,IN,1699298011
394,Hanzhong,33.0728,107.0303,9.98,70,0,0.55,CN,1699298011
395,Shar'ya,58.3686,45.5144,6.1,84,100,5.36,RU,1699298012
396,Boguchany,58.3814,97.4531,-7.3,94,100,1.79,RU,1699298012
397,Tremonton,41.7119,-112.1655,19.93,60,100,1.34,US,1699298012
398,Derazhnya,49.2692,27.4338,9.43,73,7,5.37,UA,1699298013
399,Oranjemund,-28.55,16.4333,15.7,88,0,2.03,NA,1699298013
400,Mokhsogollokh,61.4681,128.9203,-24.71,100,90,1.21,RU,1699298013
401,Akjoujt,19.6969,-14.4164,28.31,19,100,4.86,MR,1699298013
402,Labytnangi,66.6572,66.4183,-4.41,97,100,1.34,RU,1699298013
403,Uttoxeter,52.8984,-1.8649,8.73,91,32,4.31,GB,1699298014
404,Lusambo,-4.9667,23.45,20.75,99,100,0.99,CD,1699298014
405,Al Ain,24.1917,55.7606,25.58,53,1,3.08,AE,1699298014
406,Finisterra,42.9049,-9.2629,10.42,61,100,6.63,ES,1699298014
407,Ad Dawādimī,24.5077,44.3924,18.64,47,86,3.75,SA,1699298014
408,Scarborough,54.2797,-0.4044,9.25,89,100,2.68,GB,1699297907
409,Pisco,-13.7,-76.2167,21.68,79,21,4.34,PE,1699297893
410,El Reno,35.5323,-97.955,26.36,50,0,5.66,US,1699298015
411,Quellón,-43.1167,-73.6167,11.87,92,100,7.19,CL,1699298015
412,Swakopmund,-22.6833,14.5333,15.55,83,0,2.68,NA,1699298015
413,Shizunai-furukawachō,42.3339,142.3669,16.49,98,100,6.1,JP,1699297845
414,Charters Towers,-20.1,146.2667,19.2,81,5,3.05,AU,1699298016
415,Codrington,-38.2667,141.9667,10.75,87,33,1.94,AU,1699298016
416,Saint-Pierre,-21.3393,55.4781,21.98,78,99,5.07,RE,1699298016
417,Bozdar Wada,27.1828,68.636,28.3,19,0,2.72,PK,1699298017
418,Freeport,40.6576,-73.5832,13.54,66,0,3.6,US,1699297760
419,Ebon,4.582,168.6964,26.05,91,100,6.21,MH,1699298017
420,Vicuña,-30.0319,-70.7081,28.76,29,0,4.52,CL,1699298017
421,Marco Island,25.9363,-81.7157,29.0,41,0,2.57,US,1699298017
422,Sol'-Iletsk,51.1631,54.9918,6.97,82,100,4.86,RU,1699298018
423,Saint-Jean-de-Monts,46.7833,-2.0667,10.0,92,100,10.08,FR,1699298018
424,Comodoro Rivadavia,-45.8667,-67.5,23.92,23,0,8.75,AR,1699298018
425,Motygino,58.1831,94.7592,-6.79,90,100,4.02,RU,1699298019
426,Tralee,52.2704,-9.7026,9.46,83,56,7.43,IE,1699298019
427,Ambon City,-3.6954,128.1814,26.71,14,40,1.03,ID,1699298019
428,Bolnisi,41.4479,44.5384,15.77,58,100,2.93,GE,1699298019
429,Jimeta,9.2833,12.4667,30.1,36,66,1.54,NG,1699298019
430,Potosí,-19.5836,-65.7531,16.97,33,19,8.44,BO,1699297755
431,Taltal,-25.4,-70.4833,18.75,69,22,4.28,CL,1699298020
432,Kayangel,8.0823,134.7173,28.87,69,6,3.1,PW,1699298020
433,Suva,-18.1416,178.4415,24.71,100,75,1.03,FJ,1699298020
434,Alice Springs,-23.7,133.8833,16.75,23,2,0.0,AU,1699298020
435,Dêqên,29.9618,90.7188,-0.14,48,43,1.48,CN,1699298021
436,Howrah,22.5892,88.3103,24.0,78,20,0.0,IN,1699298021
437,Myanaung,18.2833,95.3167,24.07,86,25,2.54,MM,1699298021
438,Holualoa,19.6228,-155.9522,25.99,75,40,4.63,US,1699298021
439,Ondjiva,-17.0667,15.7333,24.86,20,67,1.43,AO,1699298022
440,Ceelbuur,4.685,46.6176,24.22,88,100,2.07,SO,1699298022
441,Allada,6.6655,2.1514,25.42,88,100,2.24,BJ,1699298022
442,Bubaque,11.2833,-15.8333,28.92,77,55,4.52,GW,1699298022
443,Sarandí del Yi,-33.35,-55.6333,23.97,51,0,6.09,UY,1699298022
444,São Félix do Xingu,-6.6447,-51.995,32.66,49,96,0.85,BR,1699298023
445,Keila,59.3036,24.4131,8.12,100,75,2.06,EE,1699298023
446,Acaraú,-2.8856,-40.12,29.36,61,13,8.31,BR,1699298023
447,Puerto Lempira,15.2667,-83.7667,30.08,70,40,0.0,HN,1699298023
448,Bardai,11.65,7.2333,27.37,20,78,3.53,NG,1699298023
449,Altai,46.3722,96.2583,-14.43,88,61,1.14,MN,1699298024
450,Yilan,24.757,121.753,22.73,92,100,2.96,TW,1699298024
451,Ocean City,39.2776,-74.5746,17.14,68,78,3.13,US,1699298024
452,Lagi,10.6667,107.7833,25.72,86,90,2.81,VN,1699298024
453,Taveta,-3.3963,37.6736,22.89,85,98,2.41,KE,1699298024
454,Krasnaya Yaruga,50.8008,35.6583,10.39,84,12,5.87,RU,1699298025
455,Chinde,26.8418,88.0763,12.29,76,0,2.11,NP,1699298025
456,La Passe,45.5549,-0.8967,11.1,75,60,9.08,FR,1699297896
457,Plastun,44.7561,136.2939,3.08,90,100,7.94,RU,1699298025
458,Uliastai,47.7417,96.8444,-21.06,81,11,2.86,MN,1699298025
459,Nogliki,51.8333,143.1667,-5.92,72,100,9.83,RU,1699298025
460,Rocha,-34.4833,-54.3333,23.27,51,0,4.7,UY,1699297877
461,Mīrābād,30.4362,61.8383,19.99,57,7,1.8,AF,1699298026
462,Doka,13.5167,35.7667,26.88,53,81,2.28,SD,1699298026
463,Santana,-0.0583,-51.1817,33.94,47,59,4.24,BR,1699298026
464,Aflou,34.1128,2.1023,11.86,65,23,6.25,DZ,1699298026
465,Maceió,-9.6658,-35.7353,27.88,68,66,5.85,BR,1699298027
466,Nikol'sk,53.7189,46.0712,9.64,72,100,7.73,RU,1699298027
467,Vallenar,-28.5708,-70.7581,27.72,25,0,4.71,CL,1699298027
468,Chamdo,31.1667,97.2333,-3.58,38,0,0.77,CN,1699298027
469,Urzhar,47.093,81.6294,2.34,45,24,1.47,KZ,1699298029
470,Pangoa,-12.1167,-73.0,33.83,37,83,2.11,PE,1699298029
471,As Sulayyil,20.4607,45.5779,27.14,35,89,3.27,SA,1699298029
472,Uíge,-7.6087,15.0613,21.98,84,99,0.39,AO,1699298030
473,Anadyr,64.75,177.4833,-15.72,84,0,5.0,RU,1699298030
474,Ugoofaaru,5.6667,73.0,27.56,73,100,0.39,MV,1699298030
475,Hotan,37.0997,79.9269,10.68,19,100,1.68,CN,1699298030
476,Lethbridge,49.7,-112.8186,10.54,49,75,2.57,CA,1699297986
477,Buon Ma Thuot,12.6667,108.05,22.01,91,100,1.83,VN,1699298031
478,Murghab,38.1702,73.9667,-2.44,40,92,1.29,TJ,1699298031
479,Almazán,41.4865,-2.5309,4.82,71,7,3.42,ES,1699298031
480,Kristiansund,63.1115,7.732,6.36,75,75,1.03,NO,1699298032
481,Ambodifotatra,-16.9833,49.85,25.63,78,8,6.35,MG,1699298032
482,Khandyga,62.6667,135.6,-33.77,98,5,0.89,RU,1699298032
483,Mersing,2.4312,103.8405,25.75,88,99,0.67,MY,1699298032
484,Shingū,33.7333,135.9833,22.72,92,99,7.37,JP,1699298032
485,Kishtwār,33.3167,75.7667,8.34,39,100,2.26,IN,1699298032
486,Port Augusta,-32.5,137.7667,15.8,72,5,5.04,AU,1699298033
487,Tara,56.8944,74.371,-2.82,95,100,1.94,RU,1699297906
488,Agustin Codazzi,10.0341,-73.2361,27.95,89,94,1.06,CO,1699298033
489,Sawang Daen Din,17.4753,103.4575,25.61,100,96,2.65,TH,1699297757
490,Morris,40.8334,-74.5329,13.69,51,75,1.54,US,1699298033
491,Turochak,52.2576,87.1224,-5.54,96,100,2.2,RU,1699298033
492,Puerto Baquerizo Moreno,-0.9,-89.6,24.77,71,77,5.91,EC,1699298033
493,Kailua-Kona,19.6406,-155.9956,27.98,75,40,4.63,US,1699297748
494,Obo,5.3998,26.4869,24.46,73,100,1.56,CF,1699298034
495,Letlhakane,-21.4167,25.5833,25.12,51,100,2.72,BW,1699298034
496,Caniço,32.6333,-16.85,19.35,69,40,7.72,PT,1699298034
497,Hobyo,5.3505,48.5268,26.94,82,94,3.27,SO,1699298034
498,Makar'yev,57.8797,43.8069,7.12,89,100,4.59,RU,1699298035
499,Inírida,3.8653,-67.9239,23.96,97,100,1.59,CO,1699298035
500,Plonéour-Lanvern,47.9,-4.2833,10.16,87,20,4.12,FR,1699298035
501,Mā‘ili,21.4219,-158.1803,29.01,54,20,4.12,US,1699298035
502,Copala,16.65,-98.9833,30.39,63,20,2.61,MX,1699298035
503,Bac Kan,22.1333,105.8333,20.17,99,100,0.62,VN,1699298035
504,Sikonge,-5.6333,32.7667,20.26,87,99,1.29,TZ,1699298036
505,San Jose,37.3394,-121.895,21.72,70,100,4.02,US,1699297792
506,Senanga,-16.1167,23.2667,23.4,71,91,1.44,ZM,1699298036
507,Kupang,-10.1667,123.5833,25.32,88,19,0.51,ID,1699298036
508,Santa Maria,-29.6842,-53.8069,26.19,60,0,3.47,BR,1699297756
509,Thaba-Tseka,-29.522,28.6084,15.11,71,100,1.87,LS,1699298036
510,Okhotsk,59.3833,143.3,-17.81,84,0,8.73,RU,1699298037
511,Nassau,40.7507,-73.5829,13.37,67,0,3.6,US,1699298037
512,Correntina,-13.3433,-44.6367,27.46,71,100,0.13,BR,1699298037
513,Verkhnevilyuysk,63.4453,120.3167,-13.03,96,100,1.77,RU,1699298037
514,Fale old settlement,-9.3852,-171.2468,28.46,75,42,5.71,TK,1699298037
515,Messaad,34.1543,3.5031,18.95,31,57,3.84,DZ,1699298037
516,Zhangye,38.9342,100.4517,3.31,28,53,0.96,CN,1699298038
517,Mercedes,-34.6515,-59.4307,27.19,35,0,5.91,AR,1699298038
518,Mili,6.0815,171.735,28.24,79,100,7.5,MH,1699298038
519,Mount Gambier,-37.8333,140.7667,8.87,96,79,1.5,AU,1699298038
520,Nikolayevsk-on-Amur,53.1406,140.73,-11.06,89,100,1.07,RU,1699298038
521,Belomorsk,64.5232,34.7668,0.79,100,100,0.61,RU,1699298038
522,Skikda,36.8762,6.9092,19.04,79,100,1.6,DZ,1699297846
523,Kruisfontein,-34.0033,24.7314,16.01,85,100,2.51,ZA,1699298039
524,Lepsy,46.235,78.9456,0.37,49,0,4.65,KZ,1699298039
525,eSikhaleni,-28.871,31.8996,23.15,81,97,7.29,ZA,1699298039
526,Launceston,-41.45,147.1667,10.08,93,23,2.57,AU,1699298039
527,Arkhipo-Osipovka,44.37,38.52,16.47,94,11,3.92,RU,1699298040
528,Yerofey Pavlovich,53.9667,121.9667,-13.18,55,84,0.67,RU,1699298040
529,Gisborne,-38.6533,178.0042,12.71,82,88,3.32,NZ,1699298040
530,Argostoli,38.1811,20.489,21.53,52,6,2.72,GR,1699298040
531,Xiongzhou,25.1167,114.3,16.99,71,100,1.13,CN,1699298041
532,Broome,42.2506,-75.833,11.37,60,0,3.09,US,1699298041
533,Freetown,8.484,-13.2299,23.84,88,75,3.09,SL,1699298041
534,Perundurai,11.2667,77.5833,23.75,90,100,1.13,IN,1699298041
535,São Vicente,-23.9631,-46.3919,24.97,39,0,3.13,BR,1699298041
536,Mar del Plata,-38.0023,-57.5575,28.24,71,0,6.17,AR,1699297755
537,Paka,4.6374,103.4368,26.49,84,100,1.63,MY,1699298042
538,Paracatu,-17.2222,-46.8747,34.49,30,77,5.18,BR,1699298042
539,Atar,20.5169,-13.0499,27.4,22,100,4.89,MR,1699298042
540,Chākuliā,22.4833,86.7167,20.99,52,98,2.25,IN,1699298042
541,Warner,35.4943,-95.3055,27.14,50,0,5.66,US,1699298043
542,Alofi,-19.0595,-169.9187,25.94,69,100,5.66,NU,1699298043
543,Cuamba,-14.8031,36.5372,30.12,34,100,1.81,MZ,1699298043
544,Poronaysk,49.2167,143.1167,-2.42,95,100,7.38,RU,1699297756
545,Yeed,4.55,43.0333,23.51,82,100,2.9,SO,1699298044
546,Zeya,53.75,127.2667,-13.06,70,7,1.99,RU,1699298044
547,Tripoli,32.8752,13.1875,24.3,70,0,4.99,LY,1699298044
548,Aripuanã,-9.1667,-60.6333,35.55,40,98,1.04,BR,1699298045
549,Bathsheba,13.2167,-59.5167,28.34,83,40,9.26,BB,1699298045
550,Boulsa,12.6675,-0.5758,31.9,14,49,3.37,BF,1699298045
551,Sars,56.5502,57.1366,2.49,77,38,4.19,RU,1699298045
552,Nyurba,63.2842,118.3319,-13.86,98,100,0.39,RU,1699298045
553,Muang Phôn-Hông,18.4928,102.4172,22.91,95,44,1.15,LA,1699298046
554,Abu Jibeha,11.4562,31.2285,27.99,50,100,2.04,SD,1699298046
555,Eilat,29.5581,34.9482,26.1,37,0,3.85,IL,1699298046
556,Pangody,65.85,74.4859,-9.73,92,100,5.04,RU,1699298046
557,Taroa,8.7058,171.2275,28.23,77,100,9.36,MH,1699298046
558,Petukhovo,55.0692,67.9019,-0.36,71,1,3.99,RU,1699298047
559,Tshabong,-26.05,22.45,26.85,15,91,6.56,BW,1699298047
560,Salekhard,66.53,66.6019,-3.7,97,100,2.51,RU,1699297975
561,Le Port,-20.9373,55.2919,22.98,96,98,2.01,RE,1699298047
562,Zima,53.9202,102.0442,-12.12,95,51,1.06,RU,1699298048
563,Maracaí,-22.6106,-50.6672,32.34,18,5,3.92,BR,1699298048
564,Lhokseumawe,5.1801,97.1507,26.47,84,98,2.6,ID,1699298048
565,Dhandhuka,22.3667,71.9833,27.7,31,51,3.21,IN,1699298048
566,Egilsstadir,65.2653,-14.3948,0.95,93,100,4.63,IS,1699298049
567,Arar,30.9753,41.0381,22.01,35,0,2.06,SA,1699298049
568,Padang,-0.9492,100.3543,24.03,91,93,0.95,ID,1699298049
569,Parabel',58.6978,81.4825,-8.38,96,100,2.24,RU,1699298049
570,Troy,42.6056,-83.1499,17.05,63,100,6.69,US,1699297962
571,Borçka,41.3632,41.6765,16.2,93,95,0.38,TR,1699298050
572,Taro,-8.3862,115.28,22.0,94,99,0.02,ID,1699298050
573,Kotlas,61.2611,46.6556,3.36,82,100,5.36,RU,1699298050
574,Bārah,13.7,30.3667,31.27,31,100,2.73,SD,1699298050
575,Zhangatas,43.5667,69.75,7.12,56,100,4.09,KZ,1699298050
576,Boca Suno,-0.7167,-77.1333,27.16,92,100,1.49,EC,1699298051
577,Alta Sierra,35.7291,-118.5495,14.5,43,5,4.24,US,1699298051
578,Nabire,-3.3667,135.4833,24.24,93,100,1.54,ID,1699298052
579,Island Harbour,50.724,-1.2758,11.1,85,17,0.89,GB,1699298052
580,Gaspé,48.8334,-64.4819,2.66,37,4,4.27,CA,1699297775
581,Williams Lake,52.1415,-122.1445,8.36,73,100,0.89,CA,1699298052
582,Ferkessédougou,9.6,-5.2,29.7,41,3,2.05,CI,1699298052
583,Ghat,24.9647,10.1728,26.06,14,0,2.79,LY,1699298053
584,Lā‘ie,21.6477,-157.9253,28.98,76,37,3.13,US,1699298053
585,Hīrna,9.2167,41.1,15.95,60,45,1.61,ET,1699298053
586,Mossendjo,-2.9506,12.7261,22.16,98,100,1.06,CG,1699298053
587,Palmas,-10.2128,-48.3603,29.81,63,100,1.3,BR,1699298054
